Month,Operacion,Clase,Cliente,Producto,KG,Precio_Unit_Venta,Ganancia_USD,Moneda_de_Venta,Ganancia_MXN,Costo_Unit_Manufactura,Tipo_de_Cambio,lbs,Costo_Tot_Manufactura
11.0,1,2,6,140,100.0,97.44,510.0,1,9743.96,111.75,19.11,220.45,11175.22
11.0,1,2,6,140,25.0,97.44,127.5,1,2435.99,111.75,19.11,55.1125,2793.81
11.0,1,2,6,137,125.0,180.36,1180.0,1,22544.85,126.12,19.11,275.5625,15765.1
11.0,1,2,6,134,450.0,98.39,2317.5,1,44277.71,69.33,19.11,992.025,31199.67
11.0,1,2,6,31,25.0,219.14,286.75,1,5478.59,106.53,19.11,55.1125,2663.26
11.0,1,2,85,229,50.0,303.78,795.0,1,15189.11,136.42,19.11,110.225,6821.23
11.0,1,2,85,75,50.0,262.7,687.5,1,13135.24,120.05,19.11,110.225,6002.64
11.0,1,2,85,74,75.0,387.85,1522.5,1,29088.58,229.65,19.11,165.3375,17223.99
11.0,1,2,85,33,50.0,205.39,537.5,1,10269.37,100.64,19.11,110.225,5032.22
11.0,1,2,85,215,25.0,218.0,285.25,1,5449.93,109.04,19.11,55.1125,2726.05
11.0,1,2,85,81,75.0,125.33,492.0,1,9400.05,77.97,19.11,165.3375,5847.42
11.0,1,2,17,18,50.0,40.44,2022.0,0,2022.0,29.91,19.11,110.225,1495.7
11.0,1,2,156,124,300.0,264.62,4155.0,1,79384.59,206.57,19.11,661.35,61971.03
11.0,1,2,118,107,50.0,174.77,8738.5,0,8738.5,110.66,19.11,110.225,5532.91
11.0,1,2,6,184,50.0,326.71,855.0,1,16335.46,222.55,19.11,110.225,11127.61
11.0,1,2,118,140,100.0,411.86,41186.0,0,41186.0,385.92,19.11,220.45,38591.74
11.0,1,2,80,116,25.0,4217.61,5518.75,1,105440.14,139.57,19.11,55.1125,3489.16
11.0,1,2,6,140,25.0,97.44,127.5,1,2435.99,111.75,19.11,55.1125,2793.81
11.0,1,2,6,112,100.0,199.08,1042.0,1,19908.24,80.8,19.11,220.45,8079.72
11.0,1,2,6,178,25.0,734.81,961.5,1,18370.23,407.02,19.11,55.1125,10175.45
11.0,1,2,6,212,25.0,142.72,186.75,1,3568.01,216.71,19.11,55.1125,5417.65
11.0,1,2,6,78,100.0,128.2,671.0,1,12819.99,55.8,19.11,220.45,5579.92
11.0,1,2,6,112,50.0,237.29,621.0,1,11864.7,80.8,19.11,110.225,4039.86
11.0,1,2,6,179,50.0,411.16,1076.0,1,20557.84,161.05,19.11,110.225,8052.64
11.0,1,2,6,67,25.0,265.95,348.0,1,6648.82,119.93,19.11,55.1125,2998.27
11.0,1,2,6,79,25.0,195.64,256.0,1,4891.09,140.38,19.11,55.1125,3509.56
11.0,1,2,6,141,100.0,181.31,949.0,1,18131.4,216.99,19.11,220.45,21698.77
11.0,1,2,12,107,100.0,154.95,811.0,1,15494.8,88.34,19.11,220.45,8833.56
11.0,1,2,12,109,75.0,347.73,1365.0,1,26079.42,284.09,19.11,165.3375,21306.89
11.0,1,2,12,220,50.0,95.15,249.0,1,4757.35,53.34,19.11,110.225,2666.8
11.0,1,2,12,220,150.0,95.15,747.0,1,14272.04,53.34,19.11,330.675,8000.39
11.0,1,2,156,220,300.0,77.38,1215.0,1,23213.55,53.34,19.11,661.35,16000.77
11.0,1,2,6,110,125.0,124.19,812.5,1,15523.46,119.34,19.11,275.5625,14918.13
11.0,1,2,6,110,25.0,124.19,162.5,1,3104.69,119.34,19.11,55.1125,2983.63
11.0,1,2,10,219,10344.0,79.29,42927.6,1,820166.44,60.04,19.11,22803.348,621022.75
11.0,1,2,6,222,1000.0,119.41,6250.0,1,119411.3,61.86,19.11,2204.5,61864.4
11.0,1,2,91,49,20.0,89.43,1788.6,0,1788.6,93.83,19.15,44.09,1876.63
11.0,1,2,91,26,25.0,162.74,4068.5,0,4068.5,131.88,19.15,55.1125,3297.12
11.0,1,2,91,26,125.0,162.74,20342.5,0,20342.5,131.88,19.15,275.5625,16485.58
11.0,1,2,6,14,182.0,64.93,616.98,1,11816.71,50.78,19.15,401.219,9241.43
11.0,1,2,6,155,50.0,188.84,493.0,1,9442.19,124.79,19.15,110.225,6239.64
11.0,1,2,6,155,75.0,188.84,739.5,1,14163.28,124.79,19.15,165.3375,9359.45
11.0,1,2,66,218,3390.0,93.85,16611.0,1,318142.34,75.6,19.15,7473.255,256275.53
11.0,1,2,66,217,91.0,85.8,407.68,1,7808.09,86.88,19.15,200.6095,7906.11
11.0,1,2,66,217,104.0,85.8,465.92,1,8923.53,86.88,19.15,229.268,9035.55
11.0,1,2,130,117,300.0,74.28,22284.0,0,22284.0,55.9,19.15,661.35,16769.7
11.0,1,2,6,107,600.0,122.0,3822.0,1,73200.84,51.04,19.15,1322.7,30623.46
11.0,1,2,6,53,525.0,78.14,2142.0,1,41024.66,65.24,19.15,1157.3625,34253.05
11.0,1,2,6,156,50.0,342.26,893.5,1,17112.76,251.37,19.15,110.225,12568.58
11.0,1,2,8,219,400.0,48.84,1020.0,1,19535.56,46.63,19.15,881.8,18650.12
11.0,1,2,155,118,100.0,365.05,1906.0,1,36504.67,328.2,19.15,220.45,32820.34
11.0,1,2,65,133,25.0,230.8,302.0,1,5769.95,171.58,19.11,55.1125,4289.56
11.0,1,2,65,219,100.0,121.51,636.0,1,12151.29,46.63,19.11,220.45,4662.53
11.0,1,2,65,133,25.0,244.17,319.5,1,6104.3,142.38,19.11,55.1125,3559.52
11.0,1,2,65,107,100.0,213.03,1115.0,1,21302.97,132.98,19.11,220.45,13298.14
11.0,1,2,8,107,250.0,100.17,1307.5,1,25041.9,50.09,19.15,551.125,12521.8
11.0,1,2,66,107,200.0,160.11,1672.0,1,32022.98,87.3,19.15,440.9,17460.86
11.0,1,2,19,219,25.0,153.22,200.0,1,3830.5,52.04,19.15,55.1125,1300.98
11.0,1,2,6,5,250.0,146.13,1907.5,1,36533.4,114.62,19.15,551.125,28655.78
11.0,1,2,6,5,250.0,146.13,1907.5,1,36533.4,114.62,19.15,551.125,28655.78
11.0,1,2,6,53,675.0,78.14,2754.0,1,52745.99,65.24,19.15,1488.0375,44039.63
11.0,1,2,133,219,2900.0,68.37,10353.0,1,198285.77,52.04,19.15,6393.05,150913.09
11.0,1,2,26,173,25.0,73.35,95.75,1,1833.85,59.7,19.15,55.1125,1492.46
11.0,1,2,26,173,150.0,73.35,574.5,1,11003.12,59.7,19.15,330.675,8954.78
11.0,1,2,26,173,1825.0,73.35,6989.75,1,133871.23,59.7,19.15,4023.2124,108949.76
11.0,1,2,26,173,1000.0,73.35,3830.0,1,73354.1,59.7,19.15,2204.5,59698.5
11.0,1,2,110,130,100.0,103.82,10382.0,0,10382.0,98.59,19.15,220.45,9859.31
11.0,1,2,65,35,42.0,557.7,1225.98,1,23423.33,403.8,19.11,92.589,16959.45
11.0,1,2,130,220,150.0,77.28,11592.0,0,11592.0,53.34,19.15,330.675,8000.39
11.0,1,2,6,117,100.0,73.16,382.0,1,7316.26,55.9,19.15,220.45,5589.9
11.0,1,2,29,111,175.0,71.44,652.75,1,12501.79,59.18,19.15,385.7875,10356.85
11.0,1,2,29,111,75.0,71.44,279.75,1,5357.91,59.18,19.15,165.3375,4438.65
11.0,0,2,25,107,300.0,113.96,1785.0,1,34187.22,65.91,19.15,661.35,19772.79
11.0,0,2,25,133,900.0,149.01,7002.0,1,134105.84,116.24,19.15,1984.05,104615.73
11.0,0,2,60,58,20350.0,90.97,96662.5,1,1851329.0,0.0,19.15,44861.574,0.0
11.0,0,2,25,102,100.0,162.99,851.0,1,16298.78,96.51,19.15,220.45,9650.63
11.0,0,2,25,133,500.0,118.75,3100.0,1,59372.75,67.75,19.15,1102.25,33873.35
11.0,0,2,25,140,500.0,111.66,2915.0,1,55829.55,66.88,19.15,1102.25,33439.05
11.0,1,2,60,58,20350.0,90.97,96662.5,1,1851329.0,88.06,19.15,44861.574,1791939.62
11.0,1,2,25,133,500.0,124.68,3255.0,1,62341.4,67.75,19.15,1102.25,33873.35
11.0,1,2,25,140,500.0,117.21,3060.0,1,58606.65,66.88,19.15,1102.25,33439.05
11.0,1,2,101,51,3175.0,55.93,9271.0,1,177562.83,48.46,19.15,6999.2876,153854.47
11.0,1,2,101,51,1905.0,55.93,5562.6,1,106537.7,48.46,19.15,4199.5723,92312.68
11.0,1,2,25,102,100.0,162.99,851.0,1,16298.78,96.51,19.15,220.45,9650.63
11.0,1,2,25,107,300.0,113.96,1785.0,1,34187.22,65.91,19.15,661.35,19772.79
11.0,1,2,25,133,900.0,149.01,7002.0,1,134105.84,116.24,19.15,1984.05,104615.73
11.0,1,2,6,140,500.0,239.41,6250.0,1,119703.15,167.88,19.15,1102.25,83937.95
11.0,1,2,66,112,300.0,417.33,6537.0,1,125199.9,151.62,19.15,661.35,45485.73
11.0,1,2,66,143,150.0,151.88,1189.5,1,22781.9,132.96,19.15,330.675,19943.33
11.0,1,2,123,219,4310.0,75.65,17024.5,1,326061.84,60.04,19.15,9501.395,258759.47
11.0,1,2,144,133,1000.0,103.75,5400.0,1,103747.5,68.72,19.21,2204.5,68720.5
11.0,1,2,147,140,150.0,182.9,1428.0,1,27435.45,103.47,19.21,330.675,15520.01
11.0,1,2,147,119,25.0,260.91,339.5,1,6522.65,165.71,19.21,55.1125,4142.75
11.0,1,2,144,126,25.0,95.1,123.75,1,2377.55,84.09,19.21,55.1125,2102.18
11.0,1,2,144,126,4250.0,95.1,21037.5,1,404183.09,84.09,19.21,9369.125,357370.19
11.0,1,2,144,126,500.0,95.1,2475.0,1,47550.95,84.09,19.21,1102.25,42043.55
11.0,1,2,137,168,50.0,82.23,214.0,1,4111.48,59.2,19.21,110.225,2960.2
11.0,1,2,106,126,75.0,286.07,1116.75,1,21455.56,171.95,19.21,165.3375,12896.07
11.0,1,2,106,107,25.0,269.74,351.0,1,6743.59,153.4,19.21,55.1125,3835.12
11.0,1,2,6,70,25.0,522.93,684.25,1,13073.14,231.6,19.11,55.1125,5790.06
11.0,1,2,86,121,1000.0,127.57,6640.0,1,127571.0,68.37,19.21,2204.5,68369.9
11.0,1,2,106,107,75.0,170.41,665.25,1,12781.12,81.01,19.21,165.3375,6075.62
11.0,1,2,106,143,25.0,314.12,408.75,1,7853.11,161.4,19.21,55.1125,4035.04
11.0,1,2,5,107,50.0,131.22,341.5,1,6561.07,85.31,19.21,110.225,4265.63
11.0,1,2,60,143,25.0,153.7,200.0,1,3842.5,89.68,19.21,55.1125,2241.96
11.0,1,2,156,54,25.0,102.79,133.75,1,2569.67,56.49,19.21,55.1125,1412.17
11.0,1,2,6,140,50.0,97.58,255.0,1,4878.84,111.75,19.13,110.225,5587.61
11.0,1,2,6,116,25.0,405.61,530.0,1,10140.33,318.42,19.13,55.1125,7960.58
11.0,1,2,6,158,50.0,253.13,661.5,1,12656.28,199.35,19.13,110.225,9967.36
11.0,1,2,6,158,25.0,253.13,330.75,1,6328.14,199.35,19.13,55.1125,4983.68
11.0,1,2,6,160,25.0,120.73,157.75,1,3018.18,69.26,19.13,55.1125,1731.45
11.0,1,2,6,160,275.0,120.73,1735.25,1,33200.01,69.26,19.13,606.2375,19045.95
11.0,1,2,6,219,1808.0,83.8,7919.04,1,151512.56,67.31,19.13,3985.736,121695.21
11.0,1,2,6,158,25.0,300.96,393.25,1,7523.94,199.35,19.13,55.1125,4983.68
11.0,1,2,148,126,300.0,233.42,3660.0,1,70025.67,170.52,19.13,661.35,51156.21
11.0,1,2,148,107,300.0,125.32,1965.0,1,37595.76,86.63,19.13,661.35,25990.47
11.0,1,2,148,54,300.0,100.26,1572.0,1,30076.59,56.49,19.13,661.35,16946.07
11.0,1,2,6,159,75.0,270.35,1059.75,1,20275.88,244.93,19.13,165.3375,18369.83
11.0,1,2,6,126,100.0,219.83,1149.0,1,21983.47,255.65,19.13,220.45,25564.84
11.0,1,2,6,179,75.0,411.74,1614.0,1,30880.18,161.05,19.13,165.3375,12078.96
11.0,1,2,6,24,25.0,228.83,299.0,1,5720.68,76.99,19.13,55.1125,1924.82
11.0,1,2,6,25,25.0,357.59,467.25,1,8939.76,239.94,19.13,55.1125,5998.49
11.0,1,2,6,230,75.0,289.48,1134.75,1,21710.84,210.89,19.13,165.3375,15817.06
11.0,1,2,6,140,125.0,97.58,637.5,1,12197.1,111.75,19.13,275.5625,13969.03
11.0,1,2,6,143,100.0,137.37,718.0,1,13737.28,101.99,19.13,220.45,10199.42
11.0,1,2,6,102,25.0,406.19,530.75,1,10154.68,239.96,19.13,55.1125,5999.07
11.0,1,2,6,30,25.0,213.9,279.5,1,5347.59,83.75,19.13,55.1125,2093.78
11.0,1,2,6,66,25.0,422.26,551.75,1,10556.47,224.63,19.13,55.1125,5615.8
11.0,1,2,6,178,25.0,783.68,1024.0,1,19591.89,407.02,19.13,55.1125,10175.45
11.0,1,2,6,40,50.0,221.94,580.0,1,11096.97,80.39,19.13,110.225,4019.55
11.0,1,2,6,220,150.0,135.84,1065.0,1,20376.33,53.34,19.13,330.675,8000.39
11.0,1,2,6,40,25.0,221.94,290.0,1,5548.48,80.39,19.13,55.1125,2009.77
11.0,1,2,6,219,226.0,83.8,989.88,1,18939.07,67.31,19.13,498.217,15211.9
11.0,1,0,1,112,175.0,148.47,1358.0,1,25982.22,76.53,19.13,385.7875,13393.01
11.0,1,0,1,112,25.0,148.47,194.0,1,3711.75,76.53,19.13,55.1125,1913.29
11.0,1,0,1,140,200.0,153.06,1600.0,1,30612.32,108.49,19.13,440.9,21698.34
11.0,1,2,14,219,4896.0,60.84,15569.28,1,297882.44,51.79,19.13,10793.232,253557.95
11.0,1,2,14,219,4896.0,60.84,15569.28,1,297882.44,51.79,19.13,10793.232,253557.95
11.0,1,2,16,219,816.0,62.1,2652.0,1,50671.23,51.79,19.11,1798.872,42259.66
11.0,1,2,16,219,1632.0,62.1,5304.0,1,101342.47,51.79,19.11,3597.744,84519.32
11.0,1,2,16,219,16320.0,62.1,53040.0,1,1013424.69,51.79,19.11,35977.44,845193.25
11.0,1,2,130,117,300.0,74.28,22284.0,0,22284.0,55.9,19.11,661.35,16769.7
11.0,1,2,6,112,2000.0,69.55,7280.0,1,139097.59,44.17,19.11,4409.0,88341.4
11.0,1,2,6,52,50.0,299.98,785.0,1,14998.84,243.72,19.11,110.225,12185.86
11.0,1,2,6,52,25.0,299.98,392.5,1,7499.42,243.72,19.11,55.1125,6092.93
11.0,1,2,6,88,25.0,270.17,353.5,1,6754.26,119.9,19.11,55.1125,2997.6
11.0,1,2,6,88,75.0,270.17,1060.5,1,20262.77,119.9,19.11,165.3375,8992.8
11.0,1,2,6,89,100.0,305.14,1597.0,1,30513.56,254.25,19.11,220.45,25424.59
11.0,1,2,6,133,50.0,239.98,628.0,1,11999.07,165.79,19.11,110.225,8289.68
11.0,1,2,6,118,50.0,304.75,797.5,1,15237.68,218.31,19.11,110.225,10915.48
11.0,1,2,6,102,50.0,231.19,605.0,1,11559.62,212.53,19.11,110.225,10626.37
11.0,1,2,12,121,25.0,223.36,292.25,1,5583.96,139.41,19.11,55.1125,3485.27
11.0,1,2,5,130,200.0,132.03,1382.0,1,26405.6,117.67,19.11,440.9,23533.2
11.0,1,2,5,221,136.0,221.45,1576.24,1,30116.9,99.62,19.11,299.812,13548.59
11.0,1,2,5,134,125.0,172.53,1128.75,1,21566.8,135.43,19.11,275.5625,16929.18
11.0,1,2,85,65,100.0,206.35,1080.0,1,20635.34,68.92,19.11,220.45,6891.98
11.0,1,2,118,139,100.0,208.78,20878.0,0,20878.0,206.57,19.11,220.45,20657.11
11.0,1,2,118,130,25.0,290.68,7267.0,0,7267.0,235.66,19.11,55.1125,5891.61
11.0,1,2,118,130,25.0,290.68,7267.0,0,7267.0,235.66,19.11,55.1125,5891.61
11.0,1,2,130,133,100.0,142.82,14282.0,0,14282.0,26.81,19.11,220.45,2681.1
11.0,1,2,130,133,200.0,142.82,28564.0,0,28564.0,26.81,19.11,440.9,5362.2
11.0,1,2,130,220,200.0,77.28,15456.0,0,15456.0,53.34,19.11,440.9,10667.18
11.0,1,2,130,107,250.0,154.84,38710.0,0,38710.0,100.91,19.11,551.125,25227.65
11.0,1,2,65,102,200.0,149.8,1568.0,1,29959.46,66.36,19.11,440.9,13272.92
11.0,1,2,65,114,250.0,174.64,2285.0,1,43659.05,114.93,19.11,551.125,28733.6
11.0,1,2,65,133,50.0,560.78,1467.5,1,28039.23,345.42,19.11,110.225,17270.99
11.0,1,2,65,110,25.0,95.34,124.75,1,2383.57,57.07,19.11,55.1125,1426.86
11.0,1,2,65,133,50.0,230.81,604.0,1,11540.51,171.58,19.11,110.225,8579.12
11.0,1,2,65,54,200.0,95.53,1000.0,1,19106.8,56.49,19.11,440.9,11297.38
11.0,1,2,65,102,500.0,149.8,3920.0,1,74898.65,66.36,19.11,1102.25,33182.3
11.0,1,2,12,194,136.0,113.88,810.56,1,15487.2,78.75,19.11,299.812,10710.44
11.0,1,2,6,112,25.0,199.09,260.5,1,4977.32,80.8,19.11,55.1125,2019.93
11.0,1,2,6,112,125.0,199.09,1302.5,1,24886.61,80.8,19.11,275.5625,10099.65
11.0,1,2,6,112,100.0,199.09,1042.0,1,19909.29,80.8,19.11,220.45,8079.72
11.0,1,2,6,110,300.0,124.19,1950.0,1,37258.26,119.34,19.11,661.35,35803.5
11.0,1,2,6,170,678.0,357.68,12692.16,1,242506.56,253.36,19.11,1494.651,171776.52
11.0,1,2,6,163,680.0,331.5,11798.0,1,225422.05,189.3,19.11,1499.06,128723.05
11.0,1,2,47,130,1000.0,230.58,230580.0,0,230580.0,181.72,19.11,2204.5,181719.7
11.0,1,2,25,102,100.0,162.62,851.0,1,16261.76,96.51,19.11,220.45,9650.63
11.0,1,2,25,142,50.0,113.13,296.0,1,5656.27,85.94,19.11,110.225,4296.77
11.0,1,2,141,219,791.0,135.48,5608.19,1,107166.89,67.31,19.11,1743.7595,53241.66
11.0,1,2,19,219,150.0,152.87,1200.0,1,22930.8,52.04,19.11,330.675,7805.85
11.0,1,2,6,232,75.0,133.76,525.0,1,10032.23,72.98,19.11,165.3375,5473.45
11.0,1,2,141,133,200.0,300.97,3150.0,1,60193.36,59.23,19.11,440.9,11846.76
11.0,1,2,61,36,200.0,99.37,1040.0,1,19873.36,77.18,19.11,440.9,15435.86
11.0,1,2,47,219,1500.0,61.5,92250.0,0,92250.0,46.63,19.11,3306.75,69937.95
11.0,1,2,64,107,300.0,175.61,2757.0,1,52683.51,154.0,19.11,661.35,46200.72
11.0,1,2,91,107,100.0,102.84,10284.0,0,10284.0,90.37,19.11,220.45,9036.88
11.0,1,2,57,46,300.0,24.65,387.0,1,7395.18,11.26,19.11,661.35,3378.96
11.0,1,2,6,172,105.0,235.42,1293.6,1,24719.4,195.75,19.11,231.4725,20553.71
11.0,1,2,6,172,89.0,235.42,1096.48,1,20952.64,195.75,19.11,196.2005,17421.71
11.0,1,2,6,107,25.0,164.7,215.5,1,4117.52,128.55,19.11,55.1125,3213.66
11.0,1,2,77,173,150.0,69.75,547.5,1,10462.19,45.82,19.11,330.675,6872.93
11.0,1,2,77,173,1850.0,69.75,6752.5,1,129033.62,45.82,19.11,4078.325,84766.08
11.0,1,2,72,118,225.0,188.22,2216.25,1,42350.33,158.91,19.11,496.0125,35754.1
11.0,1,2,72,118,23.0,188.22,226.55,1,4329.15,158.91,19.11,50.7035,3654.86
11.0,1,2,77,51,91.0,75.29,358.54,1,6851.34,122.25,19.11,200.6095,11125.13
11.0,1,2,6,5,800.0,145.8,6104.0,1,116641.36,114.62,19.11,1763.6,91698.48
11.0,1,2,6,53,275.0,77.96,1122.0,1,21440.29,65.24,19.11,606.2375,17942.07
11.0,1,2,6,189,125.0,179.05,1171.25,1,22381.41,142.21,19.11,275.5625,17776.31
11.0,1,2,72,125,22.0,194.15,223.52,1,4271.24,155.47,19.11,48.499,3420.37
11.0,1,2,72,127,500.0,64.4,1685.0,1,32198.65,33.99,19.11,1102.25,16997.2
11.0,1,2,132,107,50.0,211.15,552.5,1,10557.73,172.5,19.11,110.225,8625.15
11.0,1,2,72,107,275.0,86.37,1243.0,1,23752.49,77.68,19.11,606.2375,21362.61
11.0,1,2,72,107,21.0,86.37,94.92,1,1813.83,77.68,19.11,46.2945,1631.33
11.0,1,2,6,53,75.0,77.96,306.0,1,5847.35,65.24,19.11,165.3375,4893.29
11.0,1,2,6,53,75.0,77.96,306.0,1,5847.35,65.24,19.11,165.3375,4893.29
11.0,1,2,6,53,175.0,77.96,714.0,1,13643.82,65.24,19.11,385.7875,11417.68
11.0,1,2,6,219,226.0,83.7,989.88,1,18915.61,67.31,19.11,498.217,15211.9
11.0,1,2,124,94,25.0,390.4,510.75,1,9759.92,274.87,19.11,55.1125,6871.63
11.0,1,2,124,93,25.0,554.73,725.75,1,13868.36,321.25,19.11,55.1125,8031.34
11.0,1,2,61,177,75.0,200.63,783.0,1,15047.54,183.37,19.22,165.3375,13752.83
11.0,1,2,61,177,20.0,200.63,208.8,1,4012.68,183.37,19.22,44.09,3667.42
11.0,1,2,72,220,500.0,123.83,3240.0,1,61913.15,53.34,19.11,1102.25,26667.95
11.0,1,2,72,107,50.0,89.81,235.0,1,4490.62,75.09,19.11,110.225,3754.49
11.0,1,2,72,140,25.0,168.16,220.0,1,4203.98,143.31,19.11,55.1125,3582.81
11.0,1,2,78,102,25.0,62.05,1551.25,0,1551.25,191.47,19.11,55.1125,4786.71
11.0,1,2,103,107,300.0,115.88,1809.0,1,34764.99,89.48,19.22,661.35,26843.97
11.0,1,2,66,125,25.0,317.86,413.5,1,7946.56,233.78,19.22,55.1125,5844.51
11.0,1,2,66,107,600.0,157.01,4902.0,1,94205.64,86.29,19.22,1322.7,51774.18
11.0,1,2,66,133,300.0,194.29,3033.0,1,58287.6,101.31,19.22,661.35,30394.26
11.0,1,2,66,143,50.0,174.31,453.5,1,8715.27,138.83,19.22,110.225,6941.35
11.0,1,2,103,107,100.0,115.88,603.0,1,11588.33,89.48,19.22,220.45,8947.99
11.0,1,2,103,127,50.0,73.03,190.0,1,3651.38,63.98,19.22,110.225,3198.84
11.0,1,2,103,127,150.0,73.03,570.0,1,10954.14,63.98,19.22,330.675,9596.51
11.0,1,2,103,121,200.0,96.09,1000.0,1,19217.8,74.37,19.22,440.9,14874.46
11.0,1,2,6,127,400.0,43.38,908.0,1,17350.96,33.99,19.11,881.8,13597.76
11.0,1,2,6,219,1695.0,83.7,7424.1,1,141867.09,67.31,19.11,3736.6274,114089.26
11.0,0,2,60,143,25.0,152.87,200.0,1,3821.8,89.68,19.11,55.1125,2241.96
11.0,1,2,56,126,200.0,157.92,31584.0,0,31584.0,129.0,19.45,440.9,25800.08
11.0,1,2,60,118,100.0,407.37,2094.0,1,40737.3,157.18,19.45,220.45,15717.67
11.0,1,2,118,107,50.0,174.77,8738.5,0,8738.5,110.66,19.45,110.225,5532.91
11.0,1,2,118,134,25.0,146.74,3668.5,0,3668.5,119.42,19.45,55.1125,2985.56
11.0,1,2,6,107,400.0,144.16,2964.0,1,57662.56,76.5,19.45,881.8,30601.08
11.0,1,2,5,107,50.0,132.87,341.5,1,6643.65,85.31,19.45,110.225,4265.63
11.0,1,2,5,107,50.0,132.87,341.5,1,6643.65,85.31,19.45,110.225,4265.63
11.0,1,2,130,102,200.0,167.15,33430.0,0,33430.0,166.44,19.45,440.9,33288.78
11.0,1,2,130,102,300.0,167.15,50145.0,0,50145.0,166.44,19.45,661.35,49933.17
11.0,1,2,130,133,200.0,142.82,28564.0,0,28564.0,26.81,19.45,440.9,5362.2
11.0,1,2,130,117,300.0,74.28,22284.0,0,22284.0,55.9,19.45,661.35,16769.7
11.0,1,2,118,133,50.0,179.06,8953.0,0,8953.0,130.02,19.45,110.225,6500.99
11.0,1,2,118,140,100.0,411.86,41186.0,0,41186.0,385.92,19.45,220.45,38591.74
11.0,1,2,85,32,125.0,433.83,2787.5,1,54228.86,156.74,19.45,275.5625,19592.36
11.0,1,2,118,168,100.0,93.36,9336.0,0,9336.0,59.46,19.45,220.45,5945.91
11.0,1,2,118,107,50.0,119.83,5991.5,0,5991.5,111.74,19.45,110.225,5587.0
11.0,1,2,118,125,50.0,150.39,7519.5,0,7519.5,129.83,19.45,110.225,6491.57
11.0,1,2,6,155,225.0,191.82,2218.5,1,43159.37,124.79,19.45,496.0125,28078.36
11.0,1,2,6,155,75.0,191.82,739.5,1,14386.46,124.79,19.45,165.3375,9359.45
11.0,1,2,6,219,452.0,85.21,1979.76,1,38514.83,67.31,19.45,996.434,30423.8
11.0,1,2,6,219,113.0,85.21,494.94,1,9628.71,67.31,19.45,249.1085,7605.95
11.0,1,2,108,131,25.0,54.47,70.0,1,1361.8,34.14,19.45,55.1125,853.62
11.0,1,2,108,131,975.0,54.47,2730.0,1,53110.2,34.14,19.45,2149.3875,33291.08
11.0,1,2,118,219,1000.0,54.63,54630.0,0,54630.0,40.71,19.45,2204.5,40712.6
11.0,1,2,118,149,100.0,79.54,7954.0,0,7954.0,69.78,19.45,220.45,6978.26
11.0,1,2,6,125,100.0,262.21,1350.0,1,26220.78,242.37,19.42,220.45,24236.59
11.0,1,2,6,125,100.0,262.21,1350.0,1,26220.78,242.37,19.42,220.45,24236.59
11.0,1,2,6,125,75.0,262.21,1012.5,1,19665.59,242.37,19.42,165.3375,18177.44
11.0,1,2,16,117,600.0,104.3,3222.0,1,62580.24,74.97,19.42,1322.7,44980.98
11.0,1,2,6,40,25.0,225.3,290.0,1,5632.61,80.39,19.42,55.1125,2009.77
11.0,1,2,6,70,50.0,492.76,1268.5,1,24637.82,231.6,19.42,110.225,11580.12
11.0,1,2,60,219,400.0,60.21,1240.0,1,24084.28,46.63,19.42,881.8,18650.12
11.0,1,2,15,6,500.0,75.94,1955.0,1,37971.55,56.45,19.42,1102.25,28224.75
11.0,1,2,6,72,50.0,213.65,550.0,1,10682.54,139.96,19.42,110.225,6998.09
11.0,1,2,6,70,50.0,531.6,1368.5,1,26580.1,231.6,19.42,110.225,11580.12
11.0,1,2,86,107,500.0,235.79,6060.0,1,117893.05,128.19,19.45,1102.25,64094.1
11.0,1,2,133,105,300.0,88.37,1365.0,1,26512.11,69.73,19.42,661.35,20918.22
11.0,1,2,6,160,200.0,141.98,1462.0,1,28396.14,69.26,19.42,440.9,13851.6
11.0,1,2,6,219,113.0,85.07,494.94,1,9613.12,67.31,19.42,249.1085,7605.95
11.0,1,2,6,184,25.0,332.13,427.5,1,8303.25,222.55,19.42,55.1125,5563.8
11.0,1,2,6,219,113.0,85.07,494.94,1,9613.12,67.31,19.42,249.1085,7605.95
11.0,1,2,6,118,50.0,215.79,555.5,1,10789.37,142.8,19.42,110.225,7140.18
11.0,1,2,6,118,25.0,215.79,277.75,1,5394.68,142.8,19.42,55.1125,3570.09
11.0,1,2,6,159,50.0,274.44,706.5,1,13722.21,244.93,19.42,110.225,12246.55
11.0,1,2,6,22,25.0,233.85,301.0,1,5846.26,138.54,19.42,55.1125,3463.4
11.0,1,2,6,134,150.0,119.45,922.5,1,17917.53,69.33,19.42,330.675,10399.89
11.0,1,2,6,70,25.0,531.6,684.25,1,13290.05,231.6,19.42,55.1125,5790.06
11.0,1,2,133,219,3100.0,69.34,11067.0,1,214952.14,52.04,19.42,6833.95,161320.91
11.0,1,2,5,130,200.0,134.21,1382.0,1,26842.3,117.67,19.42,440.9,23533.2
11.0,1,2,5,130,200.0,134.21,1382.0,1,26842.3,117.67,19.42,440.9,23533.2
11.0,1,2,5,107,50.0,132.66,341.5,1,6632.89,85.31,19.42,110.225,4265.63
11.0,1,2,130,107,200.0,154.84,30968.0,0,30968.0,100.91,19.42,440.9,20182.12
11.0,1,2,6,140,1000.0,242.78,12500.0,1,242785.0,167.88,19.42,2204.5,167875.91
