Producto,KG,Precio_Unit_Venta,Ganancia_USD,Ganancia_MXN,Costo_Unit_Manufactura,lbs,Costo_Tot_Manufactura,pca1,pca2,cluster
223,825.0,585.88,4142.75,80780.87,367.86,1818.7125,50577.36,-0.7327070618319251,0.14246687748051146,0
224,19.0,204.6,203.87,3887.46,73.51,41.8855,1396.6,-0.772258843712237,0.1614474166616659,0
225,19925.0,597.52,84240.0,1651445.7,450.3800000000001,43924.6625,1281886.8499999999,-0.2803778782218501,0.4184910441142974,0
226,1023.0,1675.56,14505.9,282140.36,991.9199999999998,2255.2035,169124.71999999997,-0.6535349192625745,0.07554467225169462,0
227,125.0,308.6,2031.25,38575.06,268.99,275.5625,33623.66,-0.7555521001607217,0.1494855451962374,0
228,50.0,173.92,450.0,8696.12,133.31,110.225,6665.34,-0.7696159492795303,0.15987444915731444,0
229,375.0,1435.88,5362.5,104692.09,682.0999999999999,826.6875,51159.23999999999,-0.7032688211723311,0.08809802066108177,0
230,825.0,1715.79,12109.5,234959.3,1265.3399999999997,1818.7125,173987.64,-0.6480105907103433,0.05645934627089513,0
231,2000.0,459.12,15820.0,304531.79000000004,248.21999999999997,4409.0,165484.61,-0.6985132653993892,0.1737090070673793,0
232,325.0,269.03,2275.0,43850.46000000001,145.96,716.4625,23718.280000000002,-0.7594186956423538,0.159680387869314,0
233,3350.0,8321.580000000004,37365.25,718760.5099999998,2644.7899999999995,7385.074999999999,243813.53000000012,-0.3634768126368518,-0.23422661757203117,0
234,7150.0,2156.5299999999997,39968.5,772638.5099999998,1355.93,15762.174999999997,597091.31,-0.48217858349172643,0.12865187135575173,0
235,1475.0,12369.120000000004,32107.5,618307.5800000001,6558.389999999998,3251.6374999999994,333304.56,-0.14139314472696582,-0.6225333046163262,0
236,26600.0,1681.69,268948.0,2091619.6800000004,1648.9199999999998,58639.7,2088499.0,0.01578482360715423,0.3912037777760541,0
237,1250.0,1863.74,15537.5,299443.2,1360.5499999999997,2755.625,241349.14,-0.6246164452779479,0.05382854732630215,0
